"Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","ensembl_gene_id","hgnc_symbol","entrezgene_id","description"
"ENSG00000231405","","22",27143478,27159878,"q12.1","22q","no","ENSG00000231405","",NA,"novel transcript"
"ENSG00000226620","LINC00343","13",105702699,105797539,"q33.2","13q","no","ENSG00000226620","LINC00343",NA,"long intergenic non-protein coding RNA 343 [Source:HGNC Symbol;Acc:HGNC:42500]"
"ENSG00000234891","","22",34703126,34704885,"q12.3","22q","no","ENSG00000234891","",NA,"novel transcript"
"ENSG00000101074","R3HDML","20",44337043,44351238,"q13.12","20q","no","ENSG00000101074","R3HDML",140902,"R3H domain containing like [Source:HGNC Symbol;Acc:HGNC:16249]"
"ENSG00000274915","","20",63102142,63102259,"q13.33","20q","no","ENSG00000274915","",NA,""
"ENSG00000100365","NCF4","22",36860988,36878017,"q12.3","22q","no","ENSG00000100365","NCF4",4689,"neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]"
"ENSG00000260416","","20",63127495,63129459,"q13.33","20q","no","ENSG00000260416","",NA,"novel transcript"
"ENSG00000207598","MIR124-3","20",63178500,63178586,"q13.33","20q","no","ENSG00000207598","MIR124-3",406909,"microRNA 124-3 [Source:HGNC Symbol;Acc:HGNC:31504]"
"ENSG00000273821","","20",63218041,63218502,"q13.33","20q","no","ENSG00000273821","",NA,"novel transcript"
"ENSG00000101197","BIRC7","20",63235883,63240495,"q13.33","20q","no","ENSG00000101197","BIRC7",79444,"baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702]"
"ENSG00000266463","MIR3196","20",63238779,63238842,"q13.33","20q","no","ENSG00000266463","MIR3196",100423014,"microRNA 3196 [Source:HGNC Symbol;Acc:HGNC:38198]"
"ENSG00000101198","NKAIN4","20",63240784,63272694,"q13.33","20q","no","ENSG00000101198","NKAIN4",128414,"sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]"
"ENSG00000286976","","18",42645391,42741830,"q12.3","18q","no","ENSG00000286976","",NA,"novel transcript"
"ENSG00000132204","LINC00470","18",1254383,1408344,"p11.32","18p","no","ENSG00000132204","LINC00470",NA,"long intergenic non-protein coding RNA 470 [Source:HGNC Symbol;Acc:HGNC:1225]"
"ENSG00000241945","PWP2","21",44107358,44131181,"q22.3","21q","no","ENSG00000241945","PWP2",5822,"PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]"
"ENSG00000275620","","20",63253978,63261615,"q13.33","20q","no","ENSG00000275620","",100192386,"uncharacterized LOC100192386 [Source:NCBI gene (formerly Entrezgene);Acc:100192386]"
"ENSG00000266104","MIR4326","20",63286808,63286866,"q13.33","20q","no","ENSG00000266104","MIR4326",100422945,"microRNA 4326 [Source:HGNC Symbol;Acc:HGNC:38314]"
"ENSG00000222439","RNU6-994P","20",63337339,63337449,"q13.33","20q","no","ENSG00000222439","RNU6-994P",NA,"RNA, U6 small nuclear 994, pseudogene [Source:HGNC Symbol;Acc:HGNC:47957]"
"ENSG00000101204","CHRNA4","20",63343223,63378401,"q13.33","20q","no","ENSG00000101204","CHRNA4",1137,"cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]"
"ENSG00000235485","ACO2P1","22",34589085,34591278,"q12.3","22q","no","ENSG00000235485","ACO2P1",NA,"ACO2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56989]"
"ENSG00000100346","CACNA1I","22",39570753,39689735,"q13.1","22q","no","ENSG00000100346","CACNA1I",8911,"calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396]"
"ENSG00000308156","","13",89859385,89867002,"q31.3","13q","no","ENSG00000308156","",NA,"novel transcript"
"ENSG00000203900","","20",63359988,63371177,"q13.33","20q","no","ENSG00000203900","",100130587,"novel transcript, antisense to CHRNA4"
"ENSG00000289454","","13",105597203,105599562,"q33.2","13q","no","ENSG00000289454","",NA,"novel transcript"
"ENSG00000308211","","13",34696678,34699067,"q13.2","13q","no","ENSG00000308211","",107987189,"novel transcript"
"ENSG00000308258","","13",105208139,105260027,"q33.2","13q","no","ENSG00000308258","",NA,"novel transcript"
"ENSG00000237005","HIGD1AP15","20",10334419,10334698,"p12.2","20p","no","ENSG00000237005","HIGD1AP15",NA,"HIG1 hypoxia inducible domain family member 1A pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:43010]"
"ENSG00000214835","RPL23AP6","20",10349157,10349628,"p12.2","20p","no","ENSG00000214835","RPL23AP6",NA,"ribosomal protein L23a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:16555]"
"ENSG00000230750","SDAD1P2","20",10385779,10387806,"p12.2","20p","no","ENSG00000230750","SDAD1P2",NA,"SDA1 domain containing 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31404]"
"ENSG00000125863","MKKS","20",10401009,10434222,"p12.2","20p","no","ENSG00000125863","MKKS",8195,"MKKS centrosomal shuttling protein [Source:HGNC Symbol;Acc:HGNC:7108]"
"ENSG00000142156","COL6A1","21",45981755,46005050,"q22.3","21q","no","ENSG00000142156","COL6A1",1291,"collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]"
"ENSG00000290490","","13",52219339,52334318,"q14.3","13q","no","ENSG00000290490","",NA,"novel transcript"
"ENSG00000199497","RNU1-94P","20",31901254,31901426,"q11.21","20q","no","ENSG00000199497","RNU1-94P",NA,"RNA, U1 small nuclear 94, pseudogene [Source:HGNC Symbol;Acc:HGNC:48436]"
"ENSG00000298188","","18",42274695,42275809,"q12.3","18q","no","ENSG00000298188","",NA,"novel transcript"
"ENSG00000260903","XKR7","20",31968151,32003387,"q11.21","20q","no","ENSG00000260903","XKR7",343702,"XK related 7 [Source:HGNC Symbol;Acc:HGNC:23062]"
"ENSG00000267313","","18",41375808,41632237,"q12.3","18q","no","ENSG00000267313","",641516,"keratoconus gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:641516]"
"ENSG00000278012","","20",31970181,31970831,"q11.21","20q","no","ENSG00000278012","",NA,"novel transcript, sense intronic to XKR7"
"ENSG00000226239","","20",32005671,32031591,"q11.21","20q","no","ENSG00000226239","",NA,"novel transcript"
"ENSG00000252623","RNA5SP481","20",32008351,32008472,"q11.21","20q","no","ENSG00000252623","RNA5SP481",NA,"RNA, 5S ribosomal pseudogene 481 [Source:HGNC Symbol;Acc:HGNC:43381]"
"ENSG00000212571","RNA5SP482","20",32050588,32050705,"q11.21","20q","no","ENSG00000212571","RNA5SP482",NA,"RNA, 5S ribosomal pseudogene 482 [Source:HGNC Symbol;Acc:HGNC:43382]"
"ENSG00000275576","","20",32116171,32116629,"q11.21","20q","no","ENSG00000275576","",NA,"novel transcript, sense intronic to TM9SF4"
"ENSG00000224452","RSL24D1P6","20",32170390,32170790,"q11.21","20q","no","ENSG00000224452","RSL24D1P6",NA,"ribosomal L24 domain containing 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37876]"
"ENSG00000126003","PLAGL2","20",32192504,32207743,"q11.21","20q","no","ENSG00000126003","PLAGL2",5326,"PLAG1 like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:9047]"
"ENSG00000308359","","13",27953284,27955174,"q12.2","13q","no","ENSG00000308359","",NA,"novel transcript"
"ENSG00000284125","MIR1825","20",32237795,32237847,"q11.21","20q","no","ENSG00000284125","MIR1825",100302183,"microRNA 1825 [Source:HGNC Symbol;Acc:HGNC:35389]"
"ENSG00000285382","","20",32632183,32743567,"q11.21","20q","no","ENSG00000285382","",NA,"novel protein"
"ENSG00000308369","","13",111972358,111974294,"q34","13q","no","ENSG00000308369","",NA,"novel transcript"
"ENSG00000229609","LINC01079","13",27361776,27406447,"q12.2","13q","no","ENSG00000229609","LINC01079",NA,"long intergenic non-protein coding RNA 1079 [Source:HGNC Symbol;Acc:HGNC:49122]"
"ENSG00000175730","BAK1P1","20",32690180,32690815,"q11.21","20q","no","ENSG00000175730","BAK1P1",NA,"BCL2 antagonist/killer 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:996]"
"ENSG00000260704","LINC00543","13",27953526,27955370,"q12.2","13q","no","ENSG00000260704","LINC00543",100132234,"long intergenic non-protein coding RNA 543 [Source:HGNC Symbol;Acc:HGNC:43678]"
"ENSG00000260257","","20",32856621,32858751,"q11.21","20q","no","ENSG00000260257","",119746555,"novel transcript"
"ENSG00000287314","","18",73947809,74014989,"q22.3","18q","no","ENSG00000287314","",124904358,"novel transcript"
"ENSG00000200301","RNA5SP483","20",35195306,35195423,"q11.22","20q","no","ENSG00000200301","RNA5SP483",NA,"RNA, 5S ribosomal pseudogene 483 [Source:HGNC Symbol;Acc:HGNC:43383]"
"ENSG00000308380","","13",112222508,112223624,"q34","13q","no","ENSG00000308380","",NA,"novel transcript"
"ENSG00000229230","MT1P3","20",35218009,35218185,"q11.22","20q","no","ENSG00000229230","MT1P3",NA,"metallothionein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16120]"
"ENSG00000308397","","13",27366918,27374801,"q12.2","13q","no","ENSG00000308397","",105370126,"novel transcript"
"ENSG00000298195","","18",951128,1050188,"p11.32","18p","no","ENSG00000298195","",NA,"novel transcript"
"ENSG00000279253","","20",35262727,35264187,"q11.22","20q","no","ENSG00000279253","",NA,"novel transcript"
"ENSG00000263655","","18",73914184,74034161,"q22.3","18q","no","ENSG00000263655","",NA,"novel transcript"
"ENSG00000261582","","20",35267885,35280043,"q11.22","20q","no","ENSG00000261582","",NA,"novel transcript"
"ENSG00000308439","","13",34224895,34225620,"q13.2","13q","no","ENSG00000308439","",NA,"novel transcript"
"ENSG00000125998","FAM83C","20",35285731,35292425,"q11.22","20q","no","ENSG00000125998","FAM83C",128876,"family with sequence similarity 83 member C [Source:HGNC Symbol;Acc:HGNC:16121]"
"ENSG00000290577","","13",99404684,99423364,"q32.3","13q","no","ENSG00000290577","",NA,"novel transcript"
"ENSG00000298214","","18",57970638,58024965,"q21.31","18q","no","ENSG00000298214","",NA,"novel transcript"
"ENSG00000298221","","18",1394179,1431533,"p11.32","18p","no","ENSG00000298221","",NA,"novel transcript"
"ENSG00000298234","","18",73943074,73946996,"q22.3","18q","no","ENSG00000298234","",NA,"novel transcript"
"ENSG00000236159","","20",37165774,37166312,"q11.23","20q","no","ENSG00000236159","",NA,"ribosomal protein L13 (RPL13) pseudogene"
"ENSG00000272461","","18",962528,976885,"p11.32","18p","no","ENSG00000272461","",NA,"novel transcript"
"ENSG00000286240","","20",37338886,37344109,"q11.23","20q","no","ENSG00000286240","",NA,"novel transcript"
"ENSG00000273507","","13",39053019,39223238,"q13.3","13q","no","ENSG00000273507","",105370169,"novel transcript"
"ENSG00000278035","","20",36233851,36234297,"q11.23","20q","no","ENSG00000278035","",NA,"novel transcript"
"ENSG00000298259","","18",1363327,1365910,"p11.32","18p","no","ENSG00000298259","",NA,"novel transcript"
"ENSG00000273986","","20",36561237,36561530,"q11.23","20q","no","ENSG00000273986","",NA,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSG00000298260","","18",40787556,40796975,"q12.3","18q","no","ENSG00000298260","",NA,"novel transcript"
"ENSG00000259399","TGIF2-RAB5IF","20",36574553,36612384,"q11.23","20q","no","ENSG00000259399","TGIF2-RAB5IF",100527943,"TGIF2-RAB5IF readthrough [Source:HGNC Symbol;Acc:HGNC:44664]"
"ENSG00000266905","","18",48956667,48963948,"q21.1","18q","no","ENSG00000266905","",NA,"novel transcript"
"ENSG00000267039","","18",36834810,36923821,"q12.2","18q","no","ENSG00000267039","",105372069,"novel transcript, antisense to KIAA1328"
"ENSG00000229578","LINC00358","13",61960638,62045866,"q21.31","13q","no","ENSG00000229578","LINC00358",100874143,"long intergenic non-protein coding RNA 358 [Source:HGNC Symbol;Acc:HGNC:42678]"
"ENSG00000298279","","18",79825366,79846662,"q23","18q","no","ENSG00000298279","",NA,"novel transcript, sense intronic to KCNG2"
"ENSG00000227688","HNRNPA3P2","20",36620403,36621423,"q11.23","20q","no","ENSG00000227688","HNRNPA3P2",NA,"heterogeneous nuclear ribonucleoprotein A3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16605]"
"ENSG00000298287","","18",25143341,25185524,"q11.2","18q","no","ENSG00000298287","",NA,"novel transcript, antisense to ZNF521"
"ENSG00000202255","","20",36668559,36668670,"q11.23","20q","no","ENSG00000202255","",NA,"Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000101405","OXT","20",3071620,3072517,"p13","20p","no","ENSG00000101405","OXT",5020,"oxytocin/neurophysin I prepropeptide [Source:HGNC Symbol;Acc:HGNC:8528]"
"ENSG00000298289","","18",48952365,48957122,"q21.1","18q","no","ENSG00000298289","",NA,"novel transcript"
"ENSG00000228824","MIR4500HG","13",87427183,87674235,"q31.2","13q","no","ENSG00000228824","MIR4500HG",642345,"MIR4500 host gene [Source:HGNC Symbol;Acc:HGNC:42773]"
"ENSG00000267780","","18",79792027,79816529,"q23","18q","no","ENSG00000267780","",NA,"novel transcript"
"ENSG00000160223","ICOSLG","21",44215382,44241446,"q22.3","21q","no","ENSG00000160223","ICOSLG",23308,"inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]"
"ENSG00000160223","ICOSLG","21",44215382,44241446,"q22.3","21q","no","ENSG00000160223","ICOSLG",102723996,"inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]"
"ENSG00000101200","AVP","20",3082556,3084724,"p13","20p","no","ENSG00000101200","AVP",551,"arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894]"
"ENSG00000260913","LINC01254","18",10404764,10414515,"p11.22","18p","no","ENSG00000260913","LINC01254",101927350,"long intergenic non-protein coding RNA 1254 [Source:HGNC Symbol;Acc:HGNC:49870]"
"ENSG00000263905","RN7SL555P","20",3094171,3094509,"p13","20p","no","ENSG00000263905","RN7SL555P",NA,"RNA, 7SL, cytoplasmic 555, pseudogene [Source:HGNC Symbol;Acc:HGNC:46571]"
"ENSG00000201294","RNU6-1019P","20",3360036,3360142,"p13","20p","no","ENSG00000201294","RNU6-1019P",NA,"RNA, U6 small nuclear 1019, pseudogene [Source:HGNC Symbol;Acc:HGNC:47982]"
"ENSG00000226632","UBE2V1P1","20",3361880,3362324,"p13","20p","no","ENSG00000226632","UBE2V1P1",NA,"UBE2V1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16581]"
"ENSG00000298314","","18",9633245,9648146,"p11.22","18p","no","ENSG00000298314","",NA,"novel transcript"
"ENSG00000201346","","20",3384229,3384440,"p13","20p","no","ENSG00000201346","",124904983,"Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSG00000274364","","20",31535263,31535626,"q11.21","20q","no","ENSG00000274364","",NA,"novel transcript, sense intronic to HM13"
"ENSG00000235313","HM13-IT1","20",31563166,31564076,"q11.21","20q","no","ENSG00000235313","HM13-IT1",NA,"HM13 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41424]"
"ENSG00000298326","","18",10405232,10406476,"p11.22","18p","no","ENSG00000298326","",NA,"novel transcript"
"ENSG00000201770","RNU6-384P","20",31581089,31581192,"q11.21","20q","no","ENSG00000201770","RNU6-384P",NA,"RNA, U6 small nuclear 384, pseudogene [Source:HGNC Symbol;Acc:HGNC:47347]"
"ENSG00000285594","LINC02856","18",9646080,9648594,"p11.22","18p","no","ENSG00000285594","LINC02856",112268216,"long intergenic non-protein coding RNA 2856 [Source:HGNC Symbol;Acc:HGNC:54393]"
"ENSG00000264395","MIR3193","20",31607186,31607240,"q11.21","20q","no","ENSG00000264395","MIR3193",100422904,"microRNA 3193 [Source:HGNC Symbol;Acc:HGNC:38204]"
"ENSG00000281376","ABALON","20",31721507,31723409,"q11.21","20q","no","ENSG00000281376","ABALON",NA,"apoptotic BCL2L1-antisense long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:49667]"
"ENSG00000230801","ATP5MFP7","20",31808503,31808749,"q11.21","20q","no","ENSG00000230801","ATP5MFP7",NA,"ATP synthase membrane subunit f pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:56954]"
"ENSG00000298379","","18",48898480,48917658,"q21.1","18q","no","ENSG00000298379","",NA,"novel transcript"
"ENSG00000179772","FOXS1","20",31844303,31845604,"q11.21","20q","no","ENSG00000179772","FOXS1",2307,"forkhead box S1 [Source:HGNC Symbol;Acc:HGNC:3735]"
"ENSG00000235065","RPL24P2","20",21114723,21115197,"p11.23","20p","no","ENSG00000235065","RPL24P2",NA,"RPL24 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16597]"
"ENSG00000199509","RNA5SP477","20",21138956,21139074,"p11.23","20p","no","ENSG00000199509","RNA5SP477",NA,"RNA, 5S ribosomal pseudogene 477 [Source:HGNC Symbol;Acc:HGNC:43377]"
"ENSG00000214535","RPS15AP1","20",21166206,21166596,"p11.23","20p","no","ENSG00000214535","RPS15AP1",NA,"ribosomal protein S15a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16598]"
"ENSG00000226875","ZNF877P","20",21265854,21266465,"p11.23","20p","no","ENSG00000226875","ZNF877P",NA,"zinc finger protein 877, pseudogene [Source:HGNC Symbol;Acc:HGNC:38697]"
"ENSG00000298418","","18",47615768,47617629,"q21.1","18q","no","ENSG00000298418","",NA,"novel transcript"
"ENSG00000212555","RNU6-192P","20",17903762,17903861,"p11.23","20p","no","ENSG00000212555","RNU6-192P",NA,"RNA, U6 small nuclear 192, pseudogene [Source:HGNC Symbol;Acc:HGNC:47155]"
"ENSG00000298431","","18",56888187,56890756,"q21.31","18q","no","ENSG00000298431","",NA,"novel transcript, antisense to WDR7"
"ENSG00000125850","OVOL2","20",17956979,18059188,"p11.23","20p","no","ENSG00000125850","OVOL2",58495,"ovo like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:15804]"
"ENSG00000298467","","18",67260926,67265706,"q22.1","18q","no","ENSG00000298467","",NA,"novel transcript"
"ENSG00000290877","","18",95663,141973,"p11.32","18p","no","ENSG00000290877","",727758,"Rho associated coiled-coil containing protein kinase 1 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:727758]"
"ENSG00000159267","HLCS","21",36748626,36990236,"q22.13","21q","no","ENSG00000159267","HLCS",3141,"holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976]"
"ENSG00000212232","SNORD17","20",17962710,17962946,"p11.23","20p","no","ENSG00000212232","SNORD17",692086,"small nucleolar RNA, C/D box 17 [Source:HGNC Symbol;Acc:HGNC:32713]"
"ENSG00000218902","PTMAP3","20",18011955,18012284,"p11.23","20p","no","ENSG00000218902","PTMAP3",NA,"prothymosin alpha pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:9626]"
"ENSG00000227343","RPL15P1","20",18090116,18090715,"p11.23","20p","no","ENSG00000227343","RPL15P1",NA,"ribosomal protein L15 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16583]"
"ENSG00000252597","RNU7-137P","20",18095571,18095632,"p11.23","20p","no","ENSG00000252597","RNU7-137P",NA,"RNA, U7 small nuclear 137 pseudogene [Source:HGNC Symbol;Acc:HGNC:45671]"
"ENSG00000207282","","20",18113467,18113579,"p11.23","20p","no","ENSG00000207282","",NA,"Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000232943","GGCTP2","20",18220113,18220512,"p11.23","20p","no","ENSG00000232943","GGCTP2",NA,"GGCT pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54610]"
"ENSG00000266720","RN7SL14P","20",18258554,18258851,"p11.23","20p","no","ENSG00000266720","RN7SL14P",NA,"RNA, 7SL, cytoplasmic 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:46030]"
"ENSG00000252635","RNU2-56P","20",18265690,18265879,"p11.23","20p","no","ENSG00000252635","RNU2-56P",NA,"RNA, U2 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:48549]"
"ENSG00000199719","RN7SKP74","20",18295143,18295451,"p11.23","20p","no","ENSG00000199719","RN7SKP74",NA,"RN7SK pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:45798]"
"ENSG00000232838","PET117","20",18137863,18143169,"p11.23","20p","no","ENSG00000232838","PET117",100303755,"PET117 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40045]"
"ENSG00000232738","","20",9575608,9577689,"p12.2","20p","no","ENSG00000232738","",NA,"novel transcript"
"ENSG00000215388","ACTG1P3","20",1160584,1161697,"p13","20p","no","ENSG00000215388","ACTG1P3",NA,"actin gamma 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:148]"
"ENSG00000274269","","20",1186092,1207036,"p13","20p","no","ENSG00000274269","",NA,"novel transcript"
"ENSG00000285699","","13",87333946,87510469,"q31.2","13q","no","ENSG00000285699","",NA,"novel transcript"
"ENSG00000274322","","20",1317571,1393096,"p13","20p","no","ENSG00000274322","",NA,"novel protein"
"ENSG00000159261","CLDN14","21",36460616,36576569,"q22.13","21q","no","ENSG00000159261","CLDN14",23562,"claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]"
"ENSG00000280162","","20",1320710,1324367,"p13","20p","no","ENSG00000280162","",NA,"TEC"
"ENSG00000284436","MIR6869","20",1392900,1392961,"p13","20p","no","ENSG00000284436","MIR6869",102465524,"microRNA 6869 [Source:HGNC Symbol;Acc:HGNC:50056]"
"ENSG00000308612","","13",40481139,40492013,"q14.11","13q","no","ENSG00000308612","",NA,"novel transcript"
"ENSG00000242324","","20",1516759,1557653,"p13","20p","no","ENSG00000242324","",NA,"PTPNS (protein tyrosine phosphatase, non-receptor type substrate 1) protein family pseudogene"
"ENSG00000252103","RNU6-917P","20",1529056,1529159,"p13","20p","no","ENSG00000252103","RNU6-917P",NA,"RNA, U6 small nuclear 917, pseudogene [Source:HGNC Symbol;Acc:HGNC:47880]"
"ENSG00000234787","LINC00458","13",53950255,54270397,"q14.3","13q","no","ENSG00000234787","LINC00458",100507428,"long intergenic non-protein coding RNA 458 [Source:HGNC Symbol;Acc:HGNC:42807]"
"ENSG00000125900","SIRPD","20",1534251,1557705,"p13","20p","no","ENSG00000125900","SIRPD",128646,"signal regulatory protein delta [Source:HGNC Symbol;Acc:HGNC:16248]"
"ENSG00000271523","TVP23BP3","20",1591392,1591848,"p13","20p","no","ENSG00000271523","TVP23BP3",NA,"TVP23B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:56942]"
"ENSG00000228438","","20",8929895,8930038,"p12.3","20p","no","ENSG00000228438","",NA,"ribosomal protein L31 (RPL31) pseudogene"
"ENSG00000276385","","20",8934984,8935481,"p12.3","20p","no","ENSG00000276385","",NA,"CTAGE family, member 5 (CTAGE5) pseudogene"
"ENSG00000232464","","22",25959074,25983526,"q12.1","22q","no","ENSG00000232464","",NA,"novel transcript"
"ENSG00000275222","","20",8998849,8999100,"p12.3","20p","no","ENSG00000275222","",NA,"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSG00000279440","","22",27019369,27024550,"q12.1","22q","no","ENSG00000279440","",NA,"novel transcript"
"ENSG00000124104","SNX21","20",45833799,45843276,"q13.12","20q","no","ENSG00000124104","SNX21",90203,"sorting nexin family member 21 [Source:HGNC Symbol;Acc:HGNC:16154]"
"ENSG00000279699","","22",30275215,30276951,"q12.2","22q","no","ENSG00000279699","",NA,"TEC"
"ENSG00000234979","","22",36816326,36819736,"q12.3","22q","no","ENSG00000234979","",NA,"novel transcript"
"ENSG00000268812","LIF-AS2","22",30246205,30246998,"q12.2","22q","no","ENSG00000268812","LIF-AS2",91370,"LIF antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:28298]"
"ENSG00000176177","ENTHD1","22",39743044,39893864,"q13.1","22q","no","ENSG00000176177","ENTHD1",150350,"ENTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26352]"
"ENSG00000308682","","13",113935712,113948868,"q34","13q","no","ENSG00000308682","",NA,"novel transcript"
"ENSG00000236036","LINC00445","13",35694965,35699938,"q13.3","13q","no","ENSG00000236036","LINC00445",100507114,"long intergenic non-protein coding RNA 445 [Source:HGNC Symbol;Acc:HGNC:42782]"
"ENSG00000160179","ABCG1","21",42199689,42304389,"q22.3","21q","no","ENSG00000160179","ABCG1",9619,"ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]"
"ENSG00000128342","LIF","22",30240453,30246759,"q12.2","22q","no","ENSG00000128342","LIF",3976,"LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]"
"ENSG00000227564","LINC00376","13",63183033,63328164,"q21.31","13q","no","ENSG00000227564","LINC00376",104355293,"long intergenic non-protein coding RNA 376 [Source:HGNC Symbol;Acc:HGNC:42701]"
"ENSG00000176912","TYMSOS","18",630886,658352,"p11.32","18p","no","ENSG00000176912","TYMSOS",NA,"TYMS opposite strand RNA [Source:HGNC Symbol;Acc:HGNC:29553]"
"ENSG00000308820","","13",109737670,109747139,"q34","13q","no","ENSG00000308820","",NA,"novel transcript"
"ENSG00000286801","","22",43507824,43513727,"q13.2","22q","no","ENSG00000286801","",NA,"novel transcript, antisense to TSPOand MPPED1"
"ENSG00000232050","","22",26006389,26006532,"q12.1","22q","no","ENSG00000232050","",NA,"pseudogene similar to part of ubiquitin-conjugating enzyme E2U (putative) (UBE2U)"
"ENSG00000232897","","22",47662559,47663603,"q13.31","22q","no","ENSG00000232897","",NA,"ribosomal protein L7 (RPL7) pseudogene"
"ENSG00000308863","","13",27451984,27462303,"q12.2","13q","no","ENSG00000308863","",NA,"novel transcript"
"ENSG00000235154","","22",48044710,48048549,"q13.31","22q","no","ENSG00000235154","",124905150,"novel transcript"
"ENSG00000308884","","13",56901665,56902185,"q21.1","13q","no","ENSG00000308884","",NA,"novel transcript"
"ENSG00000298499","","18",102058,106169,"p11.32","18p","no","ENSG00000298499","",NA,"novel transcript"
"ENSG00000228807","MRPS18CP6","22",44483495,44483717,"q13.31","22q","no","ENSG00000228807","MRPS18CP6",NA,"MRPS18C pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:29747]"
"ENSG00000308892","","13",39823305,39824826,"q14.11","13q","no","ENSG00000308892","",NA,"novel transcript"
"ENSG00000224511","LINC00365","13",30099909,30108934,"q12.3","13q","no","ENSG00000224511","LINC00365",100874146,"long intergenic non-protein coding RNA 365 [Source:HGNC Symbol;Acc:HGNC:42687]"
"ENSG00000288540","","22",48320412,48333199,"q13.32","22q","no","ENSG00000288540","",NA,"novel transcript"
"ENSG00000298512","","18",93446,96773,"p11.32","18p","no","ENSG00000298512","",NA,"novel transcript"
"ENSG00000226024","COX5BP7","22",39120293,39120566,"q13.1","22q","no","ENSG00000226024","COX5BP7",NA,"cytochrome c oxidase subunit 5B pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:2276]"
"ENSG00000298527","","18",54238382,54266160,"q21.2","18q","no","ENSG00000298527","",NA,"novel transcript"
"ENSG00000279182","","22",50316035,50317025,"q13.33","22q","no","ENSG00000279182","",NA,"novel transcript, antisense to DENND6B"
"ENSG00000308901","","13",39997879,40060346,"q14.11","13q","no","ENSG00000308901","",NA,"novel transcript"
"ENSG00000277324","","18",54260666,54270063,"q21.2","18q","no","ENSG00000277324","",NA,"novel transcript, antisense to POLI"
"ENSG00000308911","","13",66265585,66273481,"q21.32","13q","no","ENSG00000308911","",NA,"novel transcript"
"ENSG00000308917","","13",40017583,40024896,"q14.11","13q","no","ENSG00000308917","",NA,"novel transcript"
"ENSG00000298557","","18",6323033,6358259,"p11.31","18p","no","ENSG00000298557","",NA,"novel transcript, antisense to L3MBTL4"
